Genome_Name	NCBI_ID	Environment	Oxygen_Tolerance	Pathogenicity	Latitude	Longitude
Parascardovia_denticolens_F0305	641144	Human, Oral (Other)	Anaerobe	NA	NA	NA
Parvibaculum_lavamentivorans_DS_1	402881	Non-Human	Aerobe	NA	49.4855	8.4408
Parvimonas_micra_ATCC_33270	411465	Human, Gut	Anaerobe	Pathogen	NA	NA
Parvularcula_bermudensis_HTCC2503	314260	Non-Human, Marine (Other)	Aerobe	NA	31.666667	-64.166667
Pasteurella_dagmatis_ATCC_43325	667128	Human, Airways (Other)	NA	NA	NA	NA
Pasteurella_multocida_multocida_Pm70	272843	Non-Human	Facultative	Pathogen	NA	NA
Pectobacterium_atrosepticum_SCRI1043	218491	Non-Human	Facultative	Pathogen	NA	NA
Pectobacterium_carotovorum_carotovorum_WPP14	558270	Non-Human	Facultative	Pathogen	NA	NA
Pectobacterium_carotovorum_subsp_carotovorum_PC1	561230	Non-Human	Facultative	Pathogen	NA	NA
Pectobacterium_wasabiae_WPP163	561231	Non-Human	Facultative	Pathogen	NA	NA
Pediococcus_acidilactici_7_4	563194	Human, Gut	Aerobe	NA	NA	NA
Pediococcus_pentosaceus_ATCC_25745	278197	Non-Human	Facultative	Non-Pathogen	NA	NA
Pedobacter_heparinus_DSM_2366	485917	Non-Human, Soil	Aerobe	NA	NA	NA
Pedobacter_sp_BAL39	391596	Non-Human, Marine (Other)	NA	NA	63.51611	19.81583
Pelobacter_carbinolicus_DSM_2380	338963	Non-Human, Marine (Other)	Anaerobe	NA	45.4556	12.3374
Pelobacter_propionicus_DSM_2379	338966	Non-Human, Marine (Other)	Anaerobe	Non-Pathogen	NA	NA
Pelodictyon_phaeoclathratiforme_BU_1	324925	Non-Human, Marine (Other)	Anaerobe	NA	NA	NA
Pelotomaculum_thermopropionicum_SI	370438	Non-Human	Anaerobe	Non-Pathogen	NA	NA
Peptoniphilus_lacrimalis_315_B	596330	Human, Urogenital (Vaginal)	Anaerobe	NA	NA	NA
Peptostreptococcus_anaerobius_653_L	596329	Human, Skin	Anaerobe	NA	NA	NA
Persephonella_marina_EX_H1	123214	Non-Human, Marine (Other)	Microaerophilic	NA	9.83416	104.284722
Petrotoga_mobilis_SJ95	403833	Non-Human, Marine (Other)	Anaerobe	NA	NA	NA
Phaeobacter_gallaeciensis_2_10	383629	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Phaeobacter_gallaeciensis_BS107	391619	Non-Human, Marine (Other)	Aerobe	NA	43.371491	-8.39597
Phenylobacterium_zucineum_HLK1	450851	Human	Aerobe	NA	NA	NA
Photobacterium_angustum_S14	314292	Non-Human, Marine (Other)	Anaerobe	NA	-34.01667	151.31667
Photobacterium_damselae_subsp_damselae_CIP_102761	675817	Non-Human, Marine (Other)	NA	NA	NA	NA
Photobacterium_profundum_3TCK	314280	Non-Human, Marine (Other)	Facultative	NA	32	-117
Photobacterium_profundum_SS9	298386	Non-Human, Marine (Other)	Facultative	NA	NA	NA
Photobacterium_sp_SKA34	121723	Non-Human, Marine (Other)	NA	NA	58.94083	11.07944
Photorhabdus_asymbiotica	291112	Human	Facultative	Pathogen	NA	NA
Photorhabdus_luminescens_laumondii_TTO1	243265	Non-Human	Facultative	Pathogen	NA	NA
Picrophilus_torridus_DSM_9790	263820	Non-Human, Soil	Aerobe	NA	NA	NA
Pirellula_staleyi_DSM_6068	530564	Non-Human	Aerobe	NA	42.759	-84.399
Planctomyces_limnophilus_DSM_3776	521674	Non-Human, Marine (Other)	Aerobe	NA	54.182	10.445
Planctomyces_maris_DSM_8797	344747	Non-Human, Marine (Other)	Aerobe	NA	48.4	-122.6
Plesiocystis_pacifica_SIR_1	391625	Non-Human, Marine (Other)	Aerobe	NA	20	116
Polaribacter_irgensii_23_P	313594	Non-Human, Marine (Other)	Aerobe	NA	-65.25	-64.26667
Polaribacter_sp_MED152	313598	Non-Human, Marine (Other)	Aerobe	NA	41.66667	2.8
Polaromonas_naphthalenivorans_CJ2	365044	Non-Human	Aerobe	Non-Pathogen	43.3007	-73.6349
Polaromonas_sp_JS666	296591	Non-Human	Aerobe	NA	NA	NA
Polynucleobacter_necessarius_STIR1	452638	Non-Human	Aerobe	NA	NA	NA
Polynucleobacter_sp_QLW_P1DMWA_1	312153	Non-Human	Aerobe	NA	NA	NA
Porphyromonas_gingivalis_ATCC_33277	431947	Human, Gut, Oral (Gingivae)	Anaerobe	Pathogen	NA	NA
Porphyromonas_gingivalis_W83	242619	Human, Gut	Anaerobe	Pathogen	50.732705	7.096311
Porphyromonas_uenonis_60_3	596327	Human, Urogenital (Vaginal)	NA	NA	NA	NA
Prevotella_bergensis_DSM_17361	585502	Human, Skin	Anaerobe	NA	NA	NA
Prevotella_bivia_JCVIHMP010	553171	Human, Urogenital (Vaginal)	Anaerobe	NA	NA	NA
Prevotella_buccae_D17	575611	Human, Oral (Gingivae)	Anaerobe	NA	NA	NA
Prevotella_buccalis_ATCC_35310	679190	Human, Oral (Other), Urogenital (Other)	Anaerobe	NA	NA	NA
Prevotella_copri_CB7_DSM_18205	537011	Human, Gut	Anaerobe	NA	NA	NA
Prevotella_melaninogenica_ATCC_25845	553174	Human, Oral (Other)	Anaerobe	NA	NA	NA
Prevotella_melaninogenica_D18	575612	Human, Oral (Gingivae)	Anaerobe	NA	NA	NA
Prevotella_oris_F0302	649760	Human, Oral (Other)	Anaerobe	NA	NA	NA
Prevotella_ruminicola_23	264731	Human	Anaerobe	Pathogen	NA	NA
Prevotella_sp_oral_taxon_299_str_F0039	575614	Human, Oral (Other)	Anaerobe	NA	NA	NA
Prevotella_sp_oral_taxon_317_str_F0108	575615	Human, Oral (Other)	Anaerobe	NA	NA	NA
Prevotella_sp_oral_taxon_472_str_F0295	619693	Human, Oral (Other)	Anaerobe	NA	NA	NA
Prevotella_tannerae_ATCC_51259	626522	Human, Oral (Gingivae)	Anaerobe	NA	NA	NA
Prevotella_timonensis_CRIS_5C_B1	679189	Human, Urogenital (Vaginal)	Anaerobe	NA	NA	NA
Prevotella_veroralis_F0319	649761	Human, Oral (Gingivae)	Anaerobe	NA	NA	NA
Prochlorococcus_marinus_AS9601	146891	Non-Human, Marine (Other)	NA	Non-Pathogen	-19	67
Prochlorococcus_marinus_MIT_9211	93059	Non-Human, Marine (Other)	NA	Non-Pathogen	NA	-140
Prochlorococcus_marinus_MIT_9215	93060	Non-Human, Marine (Other)	NA	NA	NA	NA
Prochlorococcus_marinus_MIT_9301	167546	Non-Human, Marine (Other)	NA	NA	34.751389	-66.183611
Prochlorococcus_marinus_MIT_9303	59922	Non-Human, Marine (Other)	NA	Non-Pathogen	34.75139	-66.18361
Prochlorococcus_marinus_MIT_9312	74546	Non-Human, Marine (Other)	NA	NA	NA	NA
Prochlorococcus_marinus_MIT_9313	74547	Non-Human, Marine (Other)	NA	NA	NA	NA
Prochlorococcus_marinus_MIT_9515	167542	Non-Human, Marine (Other)	NA	Non-Pathogen	-5.11667	-107.01667
Prochlorococcus_marinus_NATL1A	167555	Non-Human, Marine (Other)	NA	Non-Pathogen	37.06667	-40
Prochlorococcus_marinus_NATL2A	59920	Non-Human, Marine (Other)	NA	NA	NA	NA
Prochlorococcus_marinus_marinus_CCMP1375	167539	Non-Human, Marine (Other)	NA	NA	NA	NA
Prochlorococcus_marinus_pastoris_CCMP1986	59919	Non-Human, Marine (Other)	NA	NA	NA	NA
Prochlorococcus_marinus_str_MIT_9202	93058	Non-Human, Marine (Other)	NA	NA	-12	-145.41667
Propionibacterium_acnes_J139	679194	Human, Skin	Anaerobe	NA	NA	NA
Propionibacterium_acnes_J165	679195	Human, Skin	Anaerobe	NA	NA	NA
Propionibacterium_acnes_KPA171202	267747	Human, Skin	Anaerobe	Pathogen	NA	NA
Propionibacterium_acnes_SK137	553199	Human, Skin	Anaerobe	NA	NA	NA
Propionibacterium_acnes_SK187	686659	Human, Skin	Anaerobe	NA	NA	NA
Prosthecochloris_aestuarii_SK413_DSM_271	290512	Non-Human	NA	NA	NA	NA
Proteus_mirabilis_ATCC_29906	525369	Human, Urogenital (Other)	Facultative	NA	NA	NA
Proteus_mirabilis_HI4320	529507	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Proteus_penneri	471881	Human, Gut	Facultative	Pathogen	NA	NA
Providencia_alcalifaciens_DSM_30120	520999	Human, Gut	Facultative	NA	NA	NA
Providencia_rettgeri_DSM_1131	521000	Human, Gut	Facultative	NA	NA	NA
Providencia_rustigianii_DSM_4541	500637	Human, Gut	Anaerobe	NA	NA	NA
Providencia_stuartii_ATCC_25827	471874	Human, Gut	Anaerobe	Pathogen	NA	NA
Pseudoalteromonas_atlantica_T6c	342610	Non-Human	Aerobe	NA	32.6852	-117.1445
Pseudoalteromonas_haloplanktis_TAC125	326442	Non-Human, Marine (Other)	Aerobe	NA	-66.4	140.01
Pseudoalteromonas_sp_TW_7	156578	Non-Human, Marine (Other)	Aerobe	NA	32.85	-117.25
Pseudoalteromonas_tunicata_D2	87626	Non-Human, Marine (Other)	Facultative	NA	58.261661	11.4396
Pseudomonas_aeruginosa_LESB58	557722	Human, Airways (Other), Soil	Aerobe	Pathogen	53.4127	-2.9777
Pseudomonas_aeruginosa_PA7	381754	Human, Soil	Aerobe	Pathogen	NA	NA
Pseudomonas_aeruginosa_PACS2	388272	Human, Soil	Aerobe	Pathogen	NA	NA
Pseudomonas_aeruginosa_PAO1	208964	Human, Soil	Aerobe	Pathogen	NA	NA
Pseudomonas_aeruginosa_PAb1	509633	Human	Aerobe	NA	NA	NA
Pseudomonas_aeruginosa_UCBPP_PA14	208963	Human, Soil	Aerobe	Pathogen	NA	NA
Pseudomonas_entomophila_L48	384676	Non-Human	Aerobe	Pathogen	NA	NA
Pseudomonas_fluorescens_PfO_1	205922	Non-Human, Soil	Aerobe	Non-Pathogen	42.2424	-71.3697
Pseudomonas_fluorescens_Pf_5	220664	Non-Human, Soil	Aerobe	Non-Pathogen	NA	NA
Pseudomonas_fluorescens_SBW25	216595	Non-Human	NA	NA	NA	NA
Pseudomonas_mendocina_ymp	399739	Human, Soil	Aerobe	Pathogen	NA	NA
Pseudomonas_putida_F1	351746	Non-Human, Soil	Aerobe	Non-Pathogen	40.106649	-88.195627
Pseudomonas_putida_GB_1	76869	Non-Human, Soil	Aerobe	Non-Pathogen	NA	NA
Pseudomonas_putida_KT2440	160488	Non-Human, Soil	Aerobe	Non-Pathogen	NA	NA
Pseudomonas_putida_W619	390235	Non-Human, Soil	Aerobe	Non-Pathogen	NA	NA
Pseudomonas_sp_UK4	452680	Non-Human	Aerobe	NA	NA	NA
Pseudomonas_stutzeri_A1501	379731	Non-Human, Soil	Aerobe	Non-Pathogen	NA	NA
Pseudomonas_syringae_pv_aesculi_str_2250	666475	Non-Human	Aerobe	Pathogen	NA	NA
Pseudomonas_syringae_pv_aesculi_str_NCPPB3681	665027	Non-Human	Aerobe	Pathogen	NA	NA
Pseudomonas_syringae_pv_oryzae_str_1_6	563797	Non-Human, Soil	Aerobe	Pathogen	NA	NA
Pseudomonas_syringae_pv_phaseolicola_1448A	264730	Non-Human	Aerobe	Pathogen	NA	NA
Pseudomonas_syringae_pv_syringae_B728a	205918	Non-Human	Aerobe	Pathogen	NA	NA
Pseudomonas_syringae_pv_tabaci_ATCC_11528	573066	Non-Human	Aerobe	Pathogen	NA	NA
Pseudomonas_syringae_pv_tomato_DC3000	223283	Non-Human, Soil	Aerobe	Pathogen	49.5	-2.5
Pseudomonas_syringae_pv_tomato_T1	546231	Non-Human, Soil	Aerobe	NA	NA	NA
Pseudovibrio_sp_JE062	439495	Non-Human, Marine (Other)	Facultative	NA	24.95306	-80.46583
Psychrobacter_arcticus_273_4	259536	Non-Human, Soil	Aerobe	Pathogen	65.821602	153.327561
Psychrobacter_cryohalolentis_K5	335284	Non-Human	Aerobe	Pathogen	NA	NA
Psychrobacter_sp_PRwf_1	349106	Non-Human, Marine (Other), Soil	Aerobe	Pathogen	NA	NA
Psychroflexus_torquis_ATCC_700755	313595	Non-Human, Marine (Other)	Aerobe	NA	-69	75
Psychromonas_ingrahamii_37	357804	Non-Human, Marine (Other)	Anaerobe	Non-Pathogen	71.294	-156.25
Pyramidobacter_piscolens_W5455	352165	Human, Oral (Other)	Obligate anaerobe	NA	NA	NA
Pyrobaculum_aerophilum_IM2	178306	Non-Human, Marine (Other)	Facultative	NA	40.735	13.948
Pyrobaculum_arsenaticum_DSM_13514	340102	Non-Human, Hydrothermal	Anaerobe	Non-Pathogen	40.829	14.13
Pyrobaculum_calidifontis_JCM_11548	410359	Non-Human, Hydrothermal	Facultative	Non-Pathogen	14.2359	121.166
Pyrobaculum_islandicum_DSM_4184	384616	Non-Human	Anaerobe	Non-Pathogen	NA	NA
Pyrococcus_abyssi_GE5	272844	Non-Human, Marine (Other)	Obligate anaerobe	NA	NA	NA
Pyrococcus_furiosus_DSM_3638	186497	Non-Human, Marine (Other)	Obligate anaerobe	Pathogen	NA	NA
Pyrococcus_horikoshii_OT3	70601	Non-Human, Marine (Other)	Obligate anaerobe	NA	NA	NA
Ralstonia_eutropha_H16	381666	Non-Human, Soil	Aerobe	NA	NA	NA
Ralstonia_eutropha_JMP134	264198	Non-Human, Soil	Aerobe	NA	NA	NA
Ralstonia_pickettii_12D	428406	Human, Soil	Aerobe	Pathogen	NA	NA
Ralstonia_pickettii_12J	402626	Human, Soil	Aerobe	Pathogen	NA	NA
Ralstonia_solanacearum_GMI1000	267608	Non-Human, Soil	Aerobe	Pathogen	NA	NA
Ralstonia_solanacearum_UW551	342110	Non-Human, Soil	Aerobe	Pathogen	NA	NA
Raphidiopsis_brookii_D9	533247	Non-Human	NA	NA	NA	NA
Reinekea_sp_MED297	314283	Non-Human, Marine (Other)	NA	NA	NA	NA
Renibacterium_salmoninarum_ATCC_33209	288705	Non-Human	Facultative	Pathogen	NA	NA
Rhizobium_etli_8C_3	538025	Non-Human	Aerobe	NA	NA	NA
Rhizobium_etli_Brasil_5	526949	Non-Human	Aerobe	NA	NA	NA
Rhizobium_etli_CFN_42	347834	Non-Human	Aerobe	NA	21.019266	-101.261455
Rhizobium_etli_CIAT_652	491916	Non-Human	Aerobe	NA	NA	NA
Rhizobium_etli_CIAT_894	526945	Non-Human	Aerobe	NA	NA	NA
Rhizobium_etli_IE4771	526946	Non-Human	Aerobe	NA	NA	NA
Rhizobium_etli_Kim_5	526950	Non-Human	Aerobe	NA	NA	NA
Rhizobium_leguminosarum_bv_trifolii_WSM1325	395491	Non-Human, Soil	Aerobe	Non-Pathogen	37.147034	24.518901
Rhizobium_leguminosarum_bv_trifolii_WSM2304	395492	Non-Human, Soil	Aerobe	Non-Pathogen	-32.533333	-57
Rhizobium_leguminosarum_bv_viciae_3841	216596	Non-Human	Aerobe	Non-Pathogen	NA	NA
Rhizobium_sp_NGR234_ANU265	394	Non-Human	Aerobe	NA	NA	NA
Rhodobacter_capsulatus_SB1003	272942	Non-Human	Facultative	NA	NA	NA
Rhodobacter_sp_SW2	371731	Non-Human, Soil	Anaerobe	NA	NA	NA
Rhodobacter_sphaeroides_2_4_1	272943	Non-Human	Facultative	Non-Pathogen	NA	NA
Rhodobacter_sphaeroides_ATCC_17025	349102	Non-Human	Facultative	Non-Pathogen	NA	NA
Rhodobacter_sphaeroides_ATCC_17029	349101	Non-Human	Facultative	Non-Pathogen	NA	NA
Rhodobacter_sphaeroides_KD131	557760	Non-Human	Facultative	NA	37.253833	126.560783
Rhodobacteraceae_bacterium_KLH11	467661	Non-Human, Marine (Other)	NA	NA	25.119109	-80.417838
Rhodobacterales_bacterium_HTCC2083	314270	Non-Human, Marine (Other)	NA	NA	44.652137	-124.070921
Rhodobacterales_bacterium_HTCC2150	388401	Non-Human, Marine (Other)	NA	NA	44.650749	-124.064441
Rhodobacterales_bacterium_HTCC2654	314271	Non-Human, Marine (Other)	NA	NA	NA	NA
Rhodobacterales_bacterium_Y4I	439496	Non-Human, Marine (Other)	NA	NA	30.742931	-81.554188
Rhodococcus_equi_ATCC_33707	525370	Human, Skin	Aerobe	NA	NA	NA
Rhodococcus_erythropolis_PR4	234621	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Rhodococcus_erythropolis_SK121	596309	Human, Skin	Aerobe	NA	NA	NA
Rhodococcus_opacus_B4	632772	Non-Human	Aerobe	NA	NA	NA
Rhodococcus_sp_RHA1	101510	Non-Human, Soil	Aerobe	NA	NA	NA
Rhodoferax_ferrireducens_T118	338969	Non-Human	Anaerobe	NA	37.8481	-75.5094
Rhodomicrobium_vannielii_ATCC_17100	648757	Non-Human	NA	NA	NA	NA
Rhodopirellula_baltica_SH_1	243090	Non-Human, Marine (Heterotroph)	Aerobe	NA	54.451262	10.261204
Rhodopseudomonas_palustris_BisA53	316055	Non-Human, Soil	Facultative	Non-Pathogen	NA	NA
Rhodopseudomonas_palustris_BisB18	316056	Non-Human, Soil	Facultative	NA	NA	NA
Rhodopseudomonas_palustris_BisB5	316057	Non-Human, Soil	Facultative	NA	NA	NA
Rhodopseudomonas_palustris_CGA009	258594	Non-Human, Soil	Facultative	NA	NA	NA
Rhodopseudomonas_palustris_DX_1	652103	Non-Human, Soil	Facultative	NA	NA	NA
Rhodopseudomonas_palustris_HaA2	316058	Non-Human, Soil	Facultative	NA	NA	NA
Rhodopseudomonas_palustris_TIE_1	395960	Non-Human, Soil	Facultative	NA	41.526357	-70.668322
Rhodospirillum_centenum_SW	414684	Non-Human	Facultative	NA	NA	NA
Rhodospirillum_rubrum_ATCC_11170	269796	Non-Human	Facultative	Non-Pathogen	NA	NA
Rhodothermus_marinus_DSM_4252	518766	Non-Human, Hydrothermal, Marine (Heterotroph)	Aerobe	NA	63.88	-22.5
Rickettsia_africae_ESF_5	347255	Human	Aerobe	Pathogen	NA	NA
Rickettsia_akari_Hartford	293614	Human	Aerobe	Pathogen	NA	NA
Rickettsia_bellii_OSU_85_389	391896	Non-Human	Aerobe	Pathogen	NA	NA
Rickettsia_bellii_RML369_C	336407	Non-Human	Aerobe	Pathogen	36.0759	-94.1577
Rickettsia_canadensis_McKiel	293613	Non-Human	Aerobe	Pathogen	NA	NA
Rickettsia_conorii_Malish_7	272944	Human	Aerobe	Pathogen	NA	NA
Rickettsia_endosymbiont_of_Ixodes_scapularis	444612	Non-Human	NA	Pathogen	NA	NA
Rickettsia_felis_URRWXCal2	315456	Non-Human	Aerobe	Pathogen	NA	NA
Rickettsia_massiliae_MTU5	416276	Non-Human	Aerobe	Non-Pathogen	43.881678	2.796343
Rickettsia_peacockii_str_Rustic	562019	Human	Aerobe	Pathogen	NA	NA
Rickettsia_prowazekii_Madrid_E	272947	Human	Aerobe	Pathogen	40.416741	-3.70325
Rickettsia_prowazekii_Rp22	449216	Human	Aerobe	Pathogen	NA	NA
Rickettsia_rickettsii_Iowa	452659	Human	Aerobe	Pathogen	NA	NA
Rickettsia_rickettsii_Sheila_Smith	392021	Human	Aerobe	Pathogen	NA	NA
Rickettsia_sibirica_246	272951	Human	Aerobe	Pathogen	NA	NA
Rickettsia_typhi_Wilmington	257363	Human	Aerobe	Pathogen	NA	NA
Rickettsiella_grylli	59196	Non-Human, Soil	Facultative	Pathogen	NA	NA
Robiginitalea_biformata_HTCC2501	313596	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Roseiflexus_castenholzii_DSM_13941	383372	Non-Human, Hydrothermal, Marine (Other)	Facultative	NA	NA	NA
Roseiflexus_sp_RS_1	357808	Non-Human, Hydrothermal, Marine (Other)	Facultative	NA	NA	NA
Roseobacter_denitrificans_OCh_114	375451	Non-Human	Aerobe	Non-Pathogen	35.447507	139.642345
Roseobacter_litoralis_Och_149	391595	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Roseobacter_sp_AzwK_3b	351016	Non-Human, Marine (Other)	Aerobe	NA	36.84262	-121.74701
Roseobacter_sp_CCS2	391593	Non-Human, Marine (Other)	Aerobe	NA	38.308333	-123.3
Roseobacter_sp_GAI101	391589	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Roseobacter_sp_MED193	314262	Non-Human, Marine (Other)	Aerobe	NA	41.66667	2.8
Roseobacter_sp_SK209_2_6	388739	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Roseovarius_nubinhibens_ISM	89187	Non-Human, Marine (Heterotroph)	Aerobe	NA	22.066667	-74.066667
Roseovarius_sp_217	314264	Non-Human, Marine (Heterotroph)	Aerobe	NA	50.25	-4.21667
Roseovarius_sp_HTCC2601	314265	Non-Human, Marine (Heterotroph)	Aerobe	NA	NA	NA
Roseovarius_sp_TM1035	391613	Non-Human, Marine (Heterotroph)	Aerobe	NA	NA	NA
Rothia_dentocariosa_ATCC_17931	762948	Human, Oral (Other)	NA	NA	NA	NA
Rothia_mucilaginosa_ATCC_25296	553201	Human, Airways (Other)	NA	NA	NA	NA
Rothia_mucilaginosa_DY_18	680646	Human, Airways (Other)	NA	NA	NA	NA
Rubrobacter_xylanophilus_DSM_9941	266117	Non-Human, Soil	Aerobe	Pathogen	51.3534	-1.6156
Ruegeria_pomeroyi_DSS_3	246200	Non-Human	Aerobe	NA	NA	NA
Ruegeria_sp_R11	439497	Non-Human, Marine (Other)	NA	Pathogen	-33.99389	151.26667
Ruegeria_sp_TM1040	292414	Non-Human, Marine (Other)	Aerobe	Non-Pathogen	NA	NA
Ruminococcus_albus_8	246199	Non-Human, Farm	Anaerobe	NA	NA	NA
Ruminococcus_flavefaciens_FD_1	641112	Non-Human, Farm	Anaerobe	NA	NA	NA
Ruminococcus_gnavus_ATCC_29149	411470	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Ruminococcus_lactaris_ATCC_29176	471875	Human, Gut	Anaerobe	NA	NA	NA
Ruminococcus_obeum_ATCC_29174	411459	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Ruminococcus_sp_5_1_39BFAA	457412	Human, Gut	Anaerobe	NA	NA	NA
Ruminococcus_torques_ATCC_27756	411460	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Saccharomonospora_viridis_DSM_43017	471857	Human	Aerobe	Pathogen	NA	NA
Saccharophagus_degradans_2_40	203122	Non-Human	Aerobe	NA	37.584154	-76.178374
Sagittula_stellata_E_37	388399	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Salinibacter_ruber_DSM_13855	309807	Non-Human	Aerobe	NA	39.776	3.0203
Salinispora_arenicola_CNS_205	391037	Non-Human, Marine (Other)	Aerobe	NA	26.6	-77.8833
Salinispora_tropica_CNB_440	369723	Non-Human, Marine (Other)	Aerobe	Non-Pathogen	NA	NA
Salmonella_enterica_Agona_SL483	454166	Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_enterica_Paratyphi_C_RKS4594	476213	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_arizonae_sv_62_z4_z23	41514	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Choleraesuis_SC_B67	321314	Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Enteritidis_P125109	550537	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Gallinarum_287_91	550538	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Hadar_RI_05P066	465516	Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Javiana_GA_MM04042433	454167	Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Paratyphi_A_ATCC_9150	295319	Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Paratyphi_B_SPB7	272994	Human	Facultative	Pathogen	5.2689	100.4849
Salmonella_enterica_enterica_sv_Typhi_404ty	497977	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Typhi_AG3	496065	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Typhi_CT18	220341	Non-Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Typhi_E00_7866	497976	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Typhi_E01_6750	497975	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Typhi_E02_1180	497974	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Typhi_E98_0664	497973	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Typhi_E98_2068	496068	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Typhi_E98_3139	496064	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Typhi_J185	496067	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Typhi_M223	496066	Human	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Typhi_Ty2	209261	Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_enterica_enterica_sv_Virchow_SL491	465517	Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_enterica_subsp_enterica_serovar_Tennessee_str_CDC07_0191	573395	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Salmonella_enterica_subsp_enterica_serovar_Typhimurium	90371	Human, Soil, Food	Facultative	Pathogen	-15.793	34.993
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_14028S	588858	Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_enterica_sv_Dublin_CT_02021853	439851	Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_enterica_sv_Heidelberg_SL476_CVM30485	454169	Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_enterica_sv_Newport_SL254	423368	Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_enterica_sv_Paratyphi_A_AKU_12601	554290	Human	Facultative	Pathogen	24.893379	67.028061
Salmonella_enterica_sv_Schwarzengrund_CVM19633	439843	Human, Soil, Food	Facultative	Pathogen	NA	NA
Salmonella_typhimurium_LT2	99287	Human, Soil, Food	Facultative	Pathogen	NA	NA
Sanguibacter_keddieii_DSM_10542	446469	Non-Human, Farm	Facultative	NA	NA	NA
Scardovia_inopinata_F0304	641146	Human, Oral (Other)	NA	NA	NA	NA
Sebaldella_termitidis_ATCC_33386	526218	Non-Human	Anaerobe	NA	NA	NA
Segniliparus_rotundus_DSM_44985	640132	Human, Airways (Other)	Aerobe	NA	NA	NA
Selenomonas_flueggei_ATCC_43531	638302	Human, Oral (Other)	Anaerobe	NA	NA	NA
Selenomonas_noxia_ATCC_43541	585503	Human, Oral (Other)	Anaerobe	NA	NA	NA
Selenomonas_sputigena_ATCC_35185	546271	Human, Oral (Gingivae)	Anaerobe	NA	NA	NA
Serratia_odorifera_4Rx13	682634	Human, Airways (Other), Skin	Facultative	NA	NA	NA
Serratia_odorifera_DSM_4582	667129	Human, Airways (Other), Skin	Facultative	NA	44.837368	-0.576144
Shewanella_amazonensis_SB2B	326297	Non-Human	Facultative	NA	NA	NA
Shewanella_baltica_OS155	325240	Non-Human, Marine (Heterotroph)	Facultative	NA	NA	NA
Shewanella_baltica_OS185	402882	Non-Human, Marine (Heterotroph)	Facultative	Non-Pathogen	NA	NA
Shewanella_baltica_OS195	399599	Non-Human, Marine (Heterotroph)	Facultative	NA	NA	NA
Shewanella_baltica_OS223	407976	Non-Human, Marine (Heterotroph)	Facultative	NA	NA	NA
Shewanella_benthica_KT99	314608	Non-Human, Marine (Heterotroph)	Facultative	NA	-20	-173
Shewanella_denitrificans_OS217	318161	Non-Human, Marine (Heterotroph)	Facultative	NA	57.3798	20.0115
Shewanella_frigidimarina_NCIMB_400	318167	Non-Human, Marine (Heterotroph)	Facultative	NA	57.158679	-2.071953
